geneSet,description,size,overlap,expect,enrichmentRatio,pValue,FDR,overlapId,userId,cancer,logFDR
R-HSA-5689880,Ub-specific processing proteases,188,19,8.724133279,2.177866774,0.001104883,0.010509538,409;5687;5688;5689;5690;5691;5694;5696;5698;5699;5714;5720;5721;63967;7417;8329;8331;890;991,PSME2;PSME1;PSMB10;PSMA6;CDC20;PSMB3;CCNA2;ARRB2;PSMB9;PSMA7;CLSPN;HIST1H2AI;HIST1H2AJ;PSMB8;PSMB2;PSMB6;PSMD8;PSMB1;VDAC2,KidneyCancer,1.978416366
R-HSA-5673001,RAF/MAP kinase cascade,233,22,10.81235667,2.034709053,0.001144455,0.010821528,1445;2885;409;5604;5687;5688;5689;5690;5691;5694;5696;5698;5699;5714;5720;5721;7094;71;7529;805;808;9978,PSME2;YWHAB;PSME1;PSMB10;PSMA6;CALM3;PSMB3;ARRB2;PSMB9;PSMA7;RBX1;MAP2K1;ACTG1;TLN1;PSMB8;PSMB2;CSK;PSMB6;CALM2;GRB2;PSMD8;PSMB1,KidneyCancer,1.965711398
R-HSA-77588,SLBP Dependent Processing of Replication-Dependent Histone Pre-mRNAs,11,4,0.510454607,7.83615222,0.001159675,0.010837199,6628;6634;6636;6637,SNRPF;SNRPB;SNRPD3;SNRPG,KidneyCancer,1.965082939
R-HSA-2025928,Calcineurin activates NFAT,11,4,0.510454607,7.83615222,0.001159675,0.010837199,2280;5478;805;808,PPIA;CALM3;FKBP1A;CALM2,KidneyCancer,1.965082939
R-HSA-201681,TCF dependent signaling in response to WNT,206,20,9.559422636,2.092176564,0.001355896,0.012597221,1460;3014;3015;5687;5688;5689;5690;5691;5694;5696;5698;5699;5714;5720;5721;6934;8331;8358;8364;9978,PSME2;PSME1;PSMB10;PSMA6;PSMB3;HIST1H4C;H2AFZ;PSMB9;CSNK2B;PSMA7;RBX1;HIST1H3B;TCF7L2;HIST1H2AJ;PSMB8;PSMB2;PSMB6;PSMD8;PSMB1;H2AFX,KidneyCancer,1.899725257
R-HSA-611105,Respiratory electron transport,71,10,3.294752462,3.035129381,0.001497978,0.013836816,10975;1329;1337;1351;1537;374291;4700;4715;7384;9377,COX6A1;COX5A;UQCRC1;COX8A;UQCR11;CYC1;COX5B;NDUFB9;NDUFA6;NDUFS7,KidneyCancer,1.858963845
R-HSA-68884,Mitotic Telophase/Cytokinesis,12,4,0.556859571,7.183139535,0.00167633,0.015134327,10112;5347;8243;9493,PLK1;KIF23;KIF20A;SMC1A,KidneyCancer,1.820036897
R-HSA-5668599,RHO GTPases Activate NADPH Oxidases,12,4,0.556859571,7.183139535,0.00167633,0.015134327,1536;4688;5879;5880,RAC1;NCF2;RAC2;CYBB,KidneyCancer,1.820036897
R-HSA-1474151,"Tetrahydrobiopterin (BH4) synthesis, recycling, salvage and regulation",12,4,0.556859571,7.183139535,0.00167633,0.015134327,1719;2643;805;808,CALM3;DHFR;CALM2;GCH1,KidneyCancer,1.820036897
R-HSA-389359,CD28 dependent Vav1 pathway,12,4,0.556859571,7.183139535,0.00167633,0.015134327,2885;5058;5879;942,RAC1;PAK1;CD86;GRB2,KidneyCancer,1.820036897
R-HSA-5625900,RHO GTPases activate CIT,20,5,0.928099285,5.387354651,0.001818878,0.016329032,103910;387;5879;9055;9928,RHOA;RAC1;MYL12B;KIF14;PRC1,KidneyCancer,1.787039566
R-HSA-437239,Recycling pathway of L1,39,7,1.809793606,3.867844365,0.001854048,0.016551784,10376;1175;1211;24137;4478;71;84790,TUBA1B;MSN;TUBA1C;AP2S1;ACTG1;CLTA;KIF4A,KidneyCancer,1.781155185
R-HSA-8878171,Transcriptional regulation by RUNX1,212,20,9.837852421,2.032964019,0.001919342,0.017039494,1460;3014;3015;3958;5687;5688;5689;5690;5691;5694;5696;5698;5699;5714;5720;5721;6688;8331;8358;8364,SPI1;PSME2;PSME1;PSMB10;PSMA6;LGALS3;PSMB3;HIST1H4C;H2AFZ;PSMB9;CSNK2B;PSMA7;HIST1H3B;HIST1H2AJ;PSMB8;PSMB2;PSMB6;PSMD8;PSMB1;H2AFX,KidneyCancer,1.768543315
R-HSA-5619115,Disorders of transmembrane transporters,112,13,5.197355996,2.501271802,0.001952634,0.017239275,5687;5688;5689;5690;5691;5694;5696;5698;5699;5714;5720;5721;9056,PSME2;PSME1;PSMB10;PSMA6;PSMB3;PSMB9;SLC7A7;PSMA7;PSMB8;PSMB2;PSMB6;PSMD8;PSMB1,KidneyCancer,1.76348101
R-HSA-69190,DNA strand elongation,30,6,1.392148928,4.309883721,0.002201899,0.019333155,2237;4176;5111;51659;57804;8318,GINS2;FEN1;PCNA;MCM7;CDC45;POLD4,KidneyCancer,1.713697258
R-HSA-174048,APC/C:Cdc20 mediated degradation of Cyclin B,21,5,0.974504249,5.130813953,0.002297725,0.020064283,11065;51529;891;983;991,UBE2C;CDK1;CDC20;ANAPC11;CCNB1,KidneyCancer,1.697576355
R-HSA-15869,Metabolism of nucleotides,63,9,2.923512748,3.078488372,0.002312676,0.020085088,1841;1854;4521;4831;4860;6241;7083;7298;978,RRM2;TYMS;TK1;NME2;DUT;CDA;PNP;NUDT1;DTYMK,KidneyCancer,1.697126272
R-HSA-983169,Class I MHC mediated antigen processing & presentation,310,26,14.38553892,1.807370593,0.002368951,0.020462618,11065;1520;1536;255488;27338;4615;4688;51529;55819;5687;5688;5689;5690;5691;5694;5696;5698;5699;5714;5720;5721;6396;695;9246;991;9978,UBE2C;PSME2;NCF2;PSME1;PSMB10;CYBB;RNF130;PSMA6;CDC20;PSMB3;RNF144B;PSMB9;UBE2L6;PSMA7;RBX1;MYD88;ANAPC11;CTSS;BTK;PSMB8;PSMB2;PSMB6;PSMD8;SEC13;PSMB1;UBE2S,KidneyCancer,1.689038805
R-HSA-163200,"Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.",76,10,3.526777283,2.835449816,0.002522395,0.021670897,10975;1329;1337;1351;1537;374291;4700;4715;7384;9377,COX6A1;COX5A;UQCRC1;COX8A;UQCR11;CYC1;COX5B;NDUFB9;NDUFA6;NDUFS7,KidneyCancer,1.664123112
R-HSA-4615885,SUMOylation of DNA replication proteins,42,7,1.949008499,3.591569767,0.002886249,0.024664312,332;5111;55143;6613;7150;7153;9212,BIRC5;TOP2A;AURKB;CDCA8;TOP1;PCNA;SUMO2,KidneyCancer,1.607931
R-HSA-2871796,FCERI mediated MAPK activation,32,6,1.484958856,4.040515988,0.003107752,0.026276123,2207;2885;3937;4067;5058;5879,RAC1;FCER1G;LYN;LCP2;PAK1;GRB2,KidneyCancer,1.580438716
R-HSA-983695,Antigen activates B Cell Receptor (BCR) leading to generation of second messengers,32,6,1.484958856,4.040515988,0.003107752,0.026276123,2885;4067;5777;695;805;808,LYN;CALM3;PTPN6;BTK;CALM2;GRB2,KidneyCancer,1.580438716
R-HSA-162658,Golgi Cisternae Pericentriolar Stack Reorganization,14,4,0.6496695,6.156976744,0.003148696,0.026482188,5347;891;9133;983,CDK1;CCNB2;PLK1;CCNB1,KidneyCancer,1.577046128
R-HSA-1428517,The citric acid (TCA) cycle and respiratory electron transport,119,13,5.522190746,2.354138167,0.003353458,0.028056681,10975;1329;1337;1351;1537;374291;3939;4191;4700;4715;7384;9123;9377,COX6A1;COX5A;UQCRC1;COX8A;LDHA;UQCR11;SLC16A3;MDH2;CYC1;COX5B;NDUFB9;NDUFA6;NDUFS7,KidneyCancer,1.551963704
R-HSA-9006925,Intracellular signaling by second messengers,270,23,12.52934035,1.835691214,0.003431131,0.028557015,1026;1460;2885;3164;391;4615;5687;5688;5689;5690;5691;5694;5696;5698;5699;5714;5720;5721;5879;5880;805;808;942,PSME2;RAC1;RHOG;RAC2;PSME1;PSMB10;PSMA6;CALM3;PSMB3;PSMB9;CSNK2B;PSMA7;MYD88;CDKN1A;CD86;PSMB8;PSMB2;PSMB6;CALM2;GRB2;NR4A1;PSMD8;PSMB1,KidneyCancer,1.544287191
R-HSA-499943,Interconversion of nucleotide di- and triphosphates,23,5,1.067314178,4.684656218,0.003520282,0.029147209,1841;1854;4831;6241;7298,RRM2;TYMS;NME2;DUT;DTYMK,KidneyCancer,1.535403026
R-HSA-2299718,Condensation of Prophase Chromosomes,67,9,3.109132605,2.894698022,0.003551284,0.029252333,10592;3014;3015;5347;8331;8358;8364;891;983,CDK1;HIST1H4C;H2AFZ;PLK1;HIST1H3B;HIST1H2AJ;CCNB1;SMC2;H2AFX,KidneyCancer,1.533839498
R-HSA-1257604,PIP3 activates AKT signaling,240,21,11.13719142,1.885574128,0.00372014,0.030486069,1026;1460;2885;3164;391;4615;5687;5688;5689;5690;5691;5694;5696;5698;5699;5714;5720;5721;5879;5880;942,PSME2;RAC1;RHOG;RAC2;PSME1;PSMB10;PSMA6;PSMB3;PSMB9;CSNK2B;PSMA7;MYD88;CDKN1A;CD86;PSMB8;PSMB2;PSMB6;GRB2;NR4A1;PSMD8;PSMB1,KidneyCancer,1.515898567
R-HSA-6807070,PTEN Regulation,121,13,5.615000674,2.315226792,0.003877305,0.031611907,1460;5687;5688;5689;5690;5691;5694;5696;5698;5699;5714;5720;5721,PSME2;PSME1;PSMB10;PSMA6;PSMB3;PSMB9;CSNK2B;PSMA7;PSMB8;PSMB2;PSMB6;PSMD8;PSMB1,KidneyCancer,1.500149311
R-HSA-5688426,Deubiquitination,257,22,11.92607581,1.844697312,0.003935579,0.031924138,387;409;5687;5688;5689;5690;5691;5694;5696;5698;5699;5714;5720;5721;63967;7417;8329;8331;8767;890;983;991,RHOA;PSME2;CDK1;PSME1;PSMB10;PSMA6;CDC20;PSMB3;CCNA2;ARRB2;PSMB9;PSMA7;CLSPN;HIST1H2AI;HIST1H2AJ;PSMB8;PSMB2;PSMB6;PSMD8;RIPK2;PSMB1;VDAC2,KidneyCancer,1.495880814
R-HSA-111447,Activation of BAD and translocation to mitochondria,15,4,0.696074464,5.746511628,0.004138472,0.033066392,10971;637;7529;7533,YWHAB;BID;YWHAH;YWHAQ,KidneyCancer,1.480613196
R-HSA-8978934,Metabolism of cofactors,15,4,0.696074464,5.746511628,0.004138472,0.033066392,1719;2643;805;808,CALM3;DHFR;CALM2;GCH1,KidneyCancer,1.480613196
R-HSA-5099900,WNT5A-dependent internalization of FZD4,15,4,0.696074464,5.746511628,0.004138472,0.033066392,1175;1211;1212;409,ARRB2;AP2S1;CLTA;CLTB,KidneyCancer,1.480613196
R-HSA-3371497,HSP90 chaperone cycle for steroid hormone receptors (SHR),47,7,2.18103332,3.209487877,0.005518369,0.043872404,10376;10963;11258;3301;3303;832;84790,TUBA1B;CAPZB;TUBA1C;DNAJA1;DCTN3;STIP1;HSPA1A,KidneyCancer,1.357808567
R-HSA-6802948,Signaling by high-kinase activity BRAF mutants,36,6,1.670578713,3.591569767,0.005715651,0.045215893,1445;409;5604;7094;71;7529,YWHAB;ARRB2;MAP2K1;ACTG1;TLN1;CSK,KidneyCancer,1.34470889
R-HSA-913531,Interferon Signaling,166,27,7.300148388,3.698554956,2.66E-09,1.94E-06,10346;1958;1981;1982;25939;2634;3106;3113;3115;3117;3118;3119;3122;3123;3127;3133;3394;3663;3716;3717;3837;4261;5781;7175;7297;7316;9775,HLA-DPA1;HLA-DQB1;HLA-DRA;HLA-DQA2;HLA-DQA1;HLA-DRB1;HLA-DPB1;HLA-DRB5;EIF4A3;GBP2;EGR1;HLA-E;SAMHD1;CIITA;UBC;HLA-B;TPR;TYK2;PTPN11;EIF4G2;JAK1;IRF5;IRF8;EIF4G1;JAK2;KPNB1;TRIM22,ProstateCancer,5.712228603
R-HSA-202427,Phosphorylation of CD3 and TCR zeta chains,20,10,0.87953595,11.3696319,2.95E-09,1.94E-06,3113;3115;3117;3118;3119;3122;3123;3127;5788;920,HLA-DPA1;HLA-DQB1;HLA-DRA;HLA-DQA2;HLA-DQA1;HLA-DRB1;HLA-DPB1;HLA-DRB5;CD4;PTPRC,ProstateCancer,5.712228603
R-HSA-877300,Interferon gamma signaling,77,18,3.386213409,5.315672058,3.64E-09,1.94E-06,10346;2634;3106;3113;3115;3117;3118;3119;3122;3123;3127;3133;3394;3663;3716;3717;4261;5781,HLA-DPA1;HLA-DQB1;HLA-DRA;HLA-DQA2;HLA-DQA1;HLA-DRB1;HLA-DPB1;HLA-DRB5;GBP2;HLA-E;CIITA;HLA-B;PTPN11;JAK1;IRF5;IRF8;JAK2;TRIM22,ProstateCancer,5.712228603
R-HSA-389948,PD-1 signaling,21,10,0.923512748,10.82822086,5.41E-09,2.16E-06,3113;3115;3117;3118;3119;3122;3123;3127;5781;920,HLA-DPA1;HLA-DQB1;HLA-DRA;HLA-DQA2;HLA-DQA1;HLA-DRB1;HLA-DPB1;HLA-DRB5;CD4;PTPN11,ProstateCancer,5.665585566
R-HSA-2132295,MHC class II antigen presentation,109,21,4.793470929,4.380959081,7.57E-09,2.42E-06,10112;1062;11004;1213;1508;1520;162;3109;3111;3113;3115;3117;3118;3119;3122;3123;3127;3799;56992;821;972,HLA-DPA1;HLA-DQB1;HLA-DRA;CD74;HLA-DQA2;HLA-DQA1;HLA-DRB1;HLA-DPB1;HLA-DRB5;HLA-DOA;HLA-DMB;KIF20A;CTSB;CTSS;CENPE;CLTC;KIF2C;KIF15;KIF5B;AP1B1;CANX,ProstateCancer,5.616332443
R-HSA-202430,Translocation of ZAP-70 to Immunological synapse,17,9,0.747605558,12.03843378,9.82E-09,2.62E-06,3113;3115;3117;3118;3119;3122;3123;3127;920,HLA-DPA1;HLA-DQB1;HLA-DRA;HLA-DQA2;HLA-DQA1;HLA-DRB1;HLA-DPB1;HLA-DRB5;CD4,ProstateCancer,5.5824339
R-HSA-6798695,Neutrophil degranulation,368,40,16.18346149,2.471659109,7.36E-08,1.68E-05,10097;102;10487;11031;1508;1520;1536;1654;1794;1938;2212;22918;23191;2548;25840;2665;2896;3106;3303;3304;3326;3689;3837;3903;4125;4332;51719;5328;5660;5788;6093;64333;7097;7133;718;719;7415;8621;8826;929,HSPA1B;CAP1;CYBB;C3;CD93;PTPRC;ITGB2;FCGR2A;ACTR2;CD14;TNFRSF1B;MNDA;IQGAP1;HSPA1A;CTSB;HLA-B;PSAP;CTSS;LAIR1;GDI2;TLR2;CAB39;METTL7A;VCP;DOCK2;KPNB1;CYFIP1;PLAU;MAN2B1;C3AR1;GRN;GAA;EEF2;RAB31;DDX3X;ROCK1;HSP90AB1;CDK13;ARHGAP9;ADAM10,ProstateCancer,4.774564972
R-HSA-2500257,Resolution of Sister Chromatid Cohesion,105,19,4.617563739,4.114723926,1.15E-07,2.29E-05,1062;1063;10735;11004;11130;23244;332;5048;5347;55143;57405;5885;699;83540;9133;9212;9793;983;991,ZWINT;NUF2;SPC25;AURKB;CDCA8;CENPF;CDC20;BIRC5;CENPE;RAD21;CDK1;KIF2C;PLK1;STAG2;CCNB2;PAFAH1B1;CKAP5;BUB1;PDS5A,ProstateCancer,4.639773415
R-HSA-69278,"Cell Cycle, Mitotic",469,46,20.62511804,2.230290266,1.63E-07,2.64E-05,10051;10112;1026;10592;1062;1063;10735;11004;11065;11130;2033;22974;23198;23244;25836;3161;332;3326;3717;4067;4174;4609;4751;5048;51512;5347;55125;55143;57405;5885;5925;6241;699;7112;7153;7175;7298;7316;81620;83540;890;9133;9212;9793;983;991,MYC;UBE2C;ZWINT;GTSE1;SMC2;NUF2;SPC25;AURKB;TOP2A;HMMR;CDCA8;CENPF;NIPBL;CDC20;BIRC5;UBC;KIF20A;SMC4;TPR;TPX2;CDT1;TYMS;CENPE;CDKN1A;MCM5;EP300;RAD21;TMPO;CDK1;CEP192;KIF2C;CCNA2;JAK2;RB1;PLK1;NEK2;STAG2;RRM2;CCNB2;PAFAH1B1;LYN;HSP90AB1;CKAP5;BUB1;PSME4;PDS5A,ProstateCancer,4.57841627
R-HSA-112409,RAF-independent MAPK1/3 activation,22,9,0.967489545,9.302426102,1.65E-07,2.64E-05,1843;1846;3572;3716;3717;5781;7297;8682;983,DUSP4;IL6ST;TYK2;DUSP1;PTPN11;JAK1;CDK1;JAK2;PEA15,ProstateCancer,4.57841627
R-HSA-194315,Signaling by Rho GTPases,402,41,17.6786726,2.319178647,2.91E-07,4.22E-05,10097;1062;1063;10672;11004;11130;116985;117289;1536;2;221472;23191;23380;2665;332;3799;388;393;4627;4689;5048;5347;55143;57405;57580;58504;6093;64333;699;7074;81624;83478;83540;8826;9055;91010;9212;9793;991;9928;9938,CYBB;ZWINT;ARHGAP24;NUF2;SPC25;KIF14;AURKB;CDCA8;PREX1;ACTR2;CENPF;ARHGAP25;CDC20;BIRC5;IQGAP1;ARAP1;ARHGAP4;TAGAP;CENPE;FMNL3;GDI2;GNA13;KIF2C;RHOB;CYFIP1;PLK1;DIAPH3;A2M;TIAM1;SRGAP2;KIF5B;PAFAH1B1;FGD2;PRC1;ARHGAP22;MYH9;NCF4;ROCK1;ARHGAP9;CKAP5;BUB1,ProstateCancer,4.37445228
R-HSA-202433,Generation of second messenger molecules,30,10,1.319303926,7.579754601,3.23E-07,4.30E-05,3113;3115;3117;3118;3119;3122;3123;3127;3937;920,HLA-DPA1;HLA-DQB1;HLA-DRA;HLA-DQA2;HLA-DQA1;HLA-DRB1;HLA-DPB1;HLA-DRB5;CD4;LCP2,ProstateCancer,4.366514585
R-HSA-449147,Signaling by Interleukins,430,42,18.91002293,2.221044372,6.70E-07,8.24E-05,1026;1052;1436;1438;1846;2162;23118;23198;2353;3181;332;3553;3559;3572;3587;3597;3603;3636;3689;3716;3717;3725;3936;4067;4205;4208;4609;57162;5781;596;6648;6850;7124;7133;7297;7316;7850;821;834;920;942;9846,MYC;CSF1R;IL13RA1;CD4;TNF;MEF2A;F13A1;SYK;MEF2C;ITGB2;DUSP4;IL6ST;TNFRSF1B;HNRNPA2B1;BIRC5;UBC;JUN;LCP1;TYK2;CSF2RA;PTPN11;JAK1;PELI1;BCL2;CDKN1A;IL2RA;IL10RA;TAB2;JAK2;IL1B;CD86;INPPL1;CASP1;IL1R2;CEBPD;FOS;SOD2;LYN;CANX;IL16;GAB2;PSME4,ProstateCancer,4.084267049
R-HSA-68877,Mitotic Prometaphase,166,23,7.300148388,3.150620888,8.36E-07,9.54E-05,10051;10592;1062;1063;10735;11004;11130;23244;332;4751;5048;5347;55125;55143;57405;5885;699;83540;9133;9212;9793;983;991,ZWINT;SMC2;NUF2;SPC25;AURKB;CDCA8;CENPF;CDC20;BIRC5;SMC4;CENPE;RAD21;CDK1;CEP192;KIF2C;PLK1;NEK2;STAG2;CCNB2;PAFAH1B1;CKAP5;BUB1;PDS5A,ProstateCancer,4.02031047
R-HSA-110056,MAPK3 (ERK1) activation,10,6,0.439767975,13.64355828,1.25E-06,0.000133152,3572;3716;3717;5781;7297;983,IL6ST;TYK2;PTPN11;JAK1;CDK1;JAK2,ProstateCancer,3.875651936
R-HSA-5663220,RHO GTPases Activate Formins,118,18,5.189262107,3.468701258,3.36E-06,0.000335112,1062;1063;11004;11130;23380;332;388;5048;5347;55143;57405;699;81624;83540;91010;9212;9793;991,ZWINT;NUF2;SPC25;AURKB;CDCA8;CENPF;CDC20;BIRC5;CENPE;FMNL3;KIF2C;RHOB;PLK1;DIAPH3;SRGAP2;PAFAH1B1;CKAP5;BUB1,ProstateCancer,3.474810476
R-HSA-68884,Mitotic Telophase/Cytokinesis,12,6,0.52772157,11.3696319,5.10E-06,0.000475178,10112;10735;23244;25836;5347;5885,NIPBL;KIF20A;RAD21;PLK1;STAG2;PDS5A,ProstateCancer,3.323143225
R-HSA-388841,Costimulation by the CD28 family,67,13,2.946445434,4.412095962,5.35E-06,0.000475178,1493;3113;3115;3117;3118;3119;3122;3123;3127;4067;5781;920;942,HLA-DPA1;HLA-DQB1;HLA-DRA;HLA-DQA2;HLA-DQA1;HLA-DRB1;HLA-DPB1;HLA-DRB5;CD4;PTPN11;CTLA4;CD86;LYN,ProstateCancer,3.323143225
R-HSA-141424,Amplification of signal from the kinetochores,82,14,3.606097396,3.882313332,1.11E-05,0.000890564,1062;1063;11004;11130;332;5048;5347;55143;57405;699;83540;9212;9793;991,ZWINT;NUF2;SPC25;AURKB;CDCA8;CENPF;CDC20;BIRC5;CENPE;KIF2C;PLK1;PAFAH1B1;CKAP5;BUB1,ProstateCancer,3.050334842
R-HSA-141444,Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal,82,14,3.606097396,3.882313332,1.11E-05,0.000890564,1062;1063;11004;11130;332;5048;5347;55143;57405;699;83540;9212;9793;991,ZWINT;NUF2;SPC25;AURKB;CDCA8;CENPF;CDC20;BIRC5;CENPE;KIF2C;PLK1;PAFAH1B1;CKAP5;BUB1,ProstateCancer,3.050334842
R-HSA-3371568,Attenuation phase,14,6,0.615675165,9.745398773,1.54E-05,0.001170207,1387;2033;3303;3304;3326;3337,HSPA1B;DNAJB1;CREBBP;HSPA1A;EP300;HSP90AB1,ProstateCancer,2.931737415
R-HSA-69618,Mitotic Spindle Checkpoint,96,15,4.221772562,3.553009969,1.65E-05,0.001199935,1062;1063;11004;11065;11130;332;5048;5347;55143;57405;699;83540;9212;9793;991,UBE2C;ZWINT;NUF2;SPC25;AURKB;CDCA8;CENPF;CDC20;BIRC5;CENPE;KIF2C;PLK1;PAFAH1B1;CKAP5;BUB1,ProstateCancer,2.920842212
R-HSA-112411,MAPK1 (ERK2) activation,9,5,0.395791178,12.63292434,1.74E-05,0.001207103,3572;3716;3717;5781;7297,IL6ST;TYK2;PTPN11;JAK1;JAK2,ProstateCancer,2.918255749
R-HSA-68882,Mitotic Anaphase,174,21,7.651962768,2.744393907,2.27E-05,0.001512012,1062;1063;10735;11004;11065;11130;23198;23244;332;5048;5347;55143;57405;5885;699;7112;7316;83540;9212;9793;991,UBE2C;ZWINT;NUF2;SPC25;AURKB;CDCA8;CENPF;CDC20;BIRC5;UBC;CENPE;RAD21;TMPO;KIF2C;PLK1;STAG2;PAFAH1B1;CKAP5;BUB1;PSME4;PDS5A,ProstateCancer,2.820444735
R-HSA-2555396,Mitotic Metaphase and Anaphase,175,21,7.695939566,2.728711656,2.48E-05,0.001584375,1062;1063;10735;11004;11065;11130;23198;23244;332;5048;5347;55143;57405;5885;699;7112;7316;83540;9212;9793;991,UBE2C;ZWINT;NUF2;SPC25;AURKB;CDCA8;CENPF;CDC20;BIRC5;UBC;CENPE;RAD21;TMPO;KIF2C;PLK1;STAG2;PAFAH1B1;CKAP5;BUB1;PSME4;PDS5A,ProstateCancer,2.800142101
R-HSA-512988,"Interleukin-3, Interleukin-5 and GM-CSF signaling",47,10,2.066909483,4.838141235,2.85E-05,0.001753563,1438;3559;3636;3716;3717;4067;5781;6850;7316;9846,SYK;UBC;CSF2RA;PTPN11;JAK1;IL2RA;JAK2;INPPL1;LYN;GAB2,ProstateCancer,2.756078701
R-HSA-2467813,Separation of Sister Chromatids,164,20,7.212194793,2.773080952,3.06E-05,0.001759188,1062;1063;10735;11004;11065;11130;23198;23244;332;5048;5347;55143;57405;5885;699;7316;83540;9212;9793;991,UBE2C;ZWINT;NUF2;SPC25;AURKB;CDCA8;CENPF;CDC20;BIRC5;UBC;CENPE;RAD21;KIF2C;PLK1;STAG2;PAFAH1B1;CKAP5;BUB1;PSME4;PDS5A,ProstateCancer,2.754687804
R-HSA-202403,TCR signaling,113,16,4.96937812,3.219718769,3.08E-05,0.001759188,23118;23198;3113;3115;3117;3118;3119;3122;3123;3127;3937;5728;5788;7316;84433;920,HLA-DPA1;HLA-DQB1;HLA-DRA;HLA-DQA2;HLA-DQA1;HLA-DRB1;HLA-DPB1;HLA-DRB5;CD4;PTPRC;UBC;TAB2;PTEN;CARD11;LCP2;PSME4,ProstateCancer,2.754687804
R-HSA-6785807,Interleukin-4 and Interleukin-13 signaling,104,15,4.573586942,3.27970151,4.38E-05,0.002411577,1026;1052;2162;2353;332;3553;3597;3689;3716;3717;4609;596;7124;7133;7297,MYC;IL13RA1;TNF;F13A1;ITGB2;TNFRSF1B;BIRC5;TYK2;JAK1;BCL2;CDKN1A;JAK2;IL1B;CEBPD;FOS,ProstateCancer,2.617698787
R-HSA-202424,Downstream TCR signaling,93,14,4.089842169,3.423114981,4.85E-05,0.002583223,23118;23198;3113;3115;3117;3118;3119;3122;3123;3127;5728;7316;84433;920,HLA-DPA1;HLA-DQB1;HLA-DRA;HLA-DQA2;HLA-DQA1;HLA-DRB1;HLA-DPB1;HLA-DRB5;CD4;UBC;TAB2;PTEN;CARD11;PSME4,ProstateCancer,2.587838118
R-HSA-195258,RHO GTPase Effectors,286,28,12.57736409,2.226221631,5.28E-05,0.002722839,10097;1062;1063;11004;11130;1536;23191;23380;332;3799;388;4627;4689;5048;5347;55143;57405;6093;699;81624;83540;8826;9055;91010;9212;9793;991;9928,CYBB;ZWINT;NUF2;SPC25;KIF14;AURKB;CDCA8;ACTR2;CENPF;CDC20;BIRC5;IQGAP1;CENPE;FMNL3;KIF2C;RHOB;CYFIP1;PLK1;DIAPH3;SRGAP2;KIF5B;PAFAH1B1;PRC1;MYH9;NCF4;ROCK1;CKAP5;BUB1,ProstateCancer,2.56497799
R-HSA-3371556,Cellular response to heat stress,83,13,3.650074194,3.561571439,5.91E-05,0.002782672,10808;1387;2033;23411;3303;3304;3308;3326;3337;472;7175;7415;9531,HSPA1B;DNAJB1;ATM;CREBBP;HSPA1A;HSPH1;TPR;BAG3;HSPA4;EP300;VCP;SIRT1;HSP90AB1,ProstateCancer,2.555537957
R-HSA-9020956,Interleukin-27 signaling,11,5,0.483744773,10.336029,5.92E-05,0.002782672,3572;3716;3717;7297;821,IL6ST;TYK2;JAK1;JAK2;CANX,ProstateCancer,2.555537957
R-HSA-1059683,Interleukin-6 signaling,11,5,0.483744773,10.336029,5.92E-05,0.002782672,3572;3716;3717;5781;7297,IL6ST;TYK2;PTPN11;JAK1;JAK2,ProstateCancer,2.555537957
R-HSA-68886,M Phase,338,31,14.86415756,2.085553781,7.31E-05,0.003338413,10051;10112;10592;1062;1063;10735;11004;11065;11130;23198;23244;25836;332;4751;5048;5347;55125;55143;57405;5885;5925;699;7112;7175;7316;83540;9133;9212;9793;983;991,UBE2C;ZWINT;SMC2;NUF2;SPC25;AURKB;CDCA8;CENPF;NIPBL;CDC20;BIRC5;UBC;KIF20A;SMC4;TPR;CENPE;RAD21;TMPO;CDK1;CEP192;KIF2C;RB1;PLK1;NEK2;STAG2;CCNB2;PAFAH1B1;CKAP5;BUB1;PSME4;PDS5A,ProstateCancer,2.476459974
R-HSA-8984722,Interleukin-35 Signalling,12,5,0.52772157,9.474693252,9.79E-05,0.004329388,3572;3716;3717;7297;821,IL6ST;TYK2;JAK1;JAK2;CANX,ProstateCancer,2.363573446
R-HSA-909733,Interferon alpha/beta signaling,54,10,2.374747066,4.210974778,0.000100242,0.004329388,1958;25939;2634;3106;3133;3394;3663;3716;5781;7297,GBP2;EGR1;HLA-E;SAMHD1;HLA-B;TYK2;PTPN11;JAK1;IRF5;IRF8,ProstateCancer,2.363573446
R-HSA-2470946,Cohesin Loading onto Chromatin,8,4,0.35181438,11.3696319,0.000223347,0.009392309,10735;23244;25836;5885,NIPBL;RAD21;STAG2;PDS5A,ProstateCancer,2.027227645
R-HSA-168898,Toll-like Receptor Cascades,147,17,6.464589235,2.62971078,0.000231945,0.009503813,10333;1508;1520;1846;23118;2353;3689;3725;4205;4208;51284;57162;5781;7096;7097;7316;929,MEF2A;MEF2C;ITGB2;DUSP4;CD14;UBC;JUN;CTSB;CTSS;PTPN11;PELI1;TLR2;TAB2;TLR6;TLR7;FOS;TLR1,ProstateCancer,2.02210212
